# NPC card image URLs from OSRS TCG Card.json.
# TCG Locked shares OSRS TCG's persistent disk cache so each URL is downloaded at most once.
# Generated by scripts/generate-card-catalogs.js - do not edit by hand.
# 1227 cards.
Ancient Wizard	https://oldschool.runescape.wiki/images/thumb/Ancient_Wizard_%28magic%29.png/130px-Ancient_Wizard_%28magic%29.png
Ancient Wyvern	https://oldschool.runescape.wiki/images/thumb/Ancient_Wyvern.png/130px-Ancient_Wyvern.png
Ancient Zygomite	https://oldschool.runescape.wiki/images/thumb/Ancient_Fungi.png/130px-Ancient_Fungi.png
Angry barbarian spirit	https://oldschool.runescape.wiki/images/thumb/Angry_barbarian_spirit.png/130px-Angry_barbarian_spirit.png
Angry bear	https://oldschool.runescape.wiki/images/thumb/Angry_bear_%28level_40%29.png/130px-Angry_bear_%28level_40%29.png
Angry giant rat	https://oldschool.runescape.wiki/images/thumb/Angry_giant_rat_%28level_45%2C_1%29.png/130px-Angry_giant_rat_%28level_45%2C_1%29.png
Angry goblin	https://oldschool.runescape.wiki/images/thumb/Angry_goblin.png/130px-Angry_goblin.png
Angry tortugan	https://oldschool.runescape.wiki/images/thumb/Angry_tortugan.png/130px-Angry_tortugan.png
Angry unicorn	https://oldschool.runescape.wiki/images/thumb/Angry_unicorn.png/130px-Angry_unicorn.png
Animated Adamant Armour	https://oldschool.runescape.wiki/images/thumb/Animated_Adamant_Armour.png/130px-Animated_Adamant_Armour.png
Animated Black Armour	https://oldschool.runescape.wiki/images/thumb/Animated_Black_Armour.png/130px-Animated_Black_Armour.png
Animated Bronze Armour	https://oldschool.runescape.wiki/images/thumb/Animated_Bronze_Armour.png/130px-Animated_Bronze_Armour.png
Animated Iron Armour	https://oldschool.runescape.wiki/images/thumb/Animated_Iron_Armour.png/130px-Animated_Iron_Armour.png
Animated Mithril Armour	https://oldschool.runescape.wiki/images/thumb/Animated_Mithril_Armour.png/130px-Animated_Mithril_Armour.png
Animated Rune Armour	https://oldschool.runescape.wiki/images/thumb/Animated_Rune_Armour.png/130px-Animated_Rune_Armour.png
Animated spade	https://oldschool.runescape.wiki/images/thumb/Animated_spade.png/130px-Animated_spade.png
Animated Steel Armour	https://oldschool.runescape.wiki/images/thumb/Animated_Steel_Armour.png/130px-Animated_Steel_Armour.png
Animated steel armour (Tarn's Lair)	https://oldschool.runescape.wiki/images/thumb/Animated_steel_armour_%28Tarn%27s_Lair%29.png/130px-Animated_steel_armour_%28Tarn%27s_Lair%29.png
Anja	https://oldschool.runescape.wiki/images/thumb/Anja.png/130px-Anja.png
Ankou	https://oldschool.runescape.wiki/images/thumb/Ankou.png/130px-Ankou.png
Apparition	https://oldschool.runescape.wiki/images/thumb/Het_%28monster%29.png/130px-Het_%28monster%29.png
Aquanite	https://oldschool.runescape.wiki/images/thumb/Aquanite.png/130px-Aquanite.png
Araxxor	https://oldschool.runescape.wiki/images/thumb/Araxxor.png/280px-Araxxor.png
Araxyte	https://oldschool.runescape.wiki/images/thumb/Araxyte_%28lv_96%29.png/130px-Araxyte_%28lv_96%29.png
Arcane Scarab	https://oldschool.runescape.wiki/images/thumb/Arcane_Scarab.png/130px-Arcane_Scarab.png
Archer (Ardougne)	https://oldschool.runescape.wiki/images/thumb/Archer_%28Ardougne%29.png/130px-Archer_%28Ardougne%29.png
Archer (Burthorpe)	https://oldschool.runescape.wiki/images/thumb/Archer_%28Burthorpe%29.png/130px-Archer_%28Burthorpe%29.png
Arianwyn	https://oldschool.runescape.wiki/images/thumb/Arianwyn.png/130px-Arianwyn.png
Armadylean guard	https://oldschool.runescape.wiki/images/thumb/Armadylean_guard.png/130px-Armadylean_guard.png
Armoured kraken	https://oldschool.runescape.wiki/images/thumb/Armoured_kraken.png/130px-Armoured_kraken.png
Armoured zombie (Defender of Varrock)	https://oldschool.runescape.wiki/images/thumb/Armoured_zombie_%28melee%2C_5%29.png/130px-Armoured_zombie_%28melee%2C_5%29.png
Armoured zombie (The Curse of Arrav)	https://oldschool.runescape.wiki/images/thumb/Armoured_zombie_%28The_Curse_of_Arrav%2C_1%29.png/130px-Armoured_zombie_%28The_Curse_of_Arrav%2C_1%29.png
Armoured zombie (Zemouregal's Fort)	https://oldschool.runescape.wiki/images/thumb/Armoured_zombie_%28Zemouregal%27s_Fort%2C_1%29.png/130px-Armoured_zombie_%28Zemouregal%27s_Fort%2C_1%29.png
Arrav	https://oldschool.runescape.wiki/images/thumb/Arrav.png/130px-Arrav.png
Arrg	https://oldschool.runescape.wiki/images/thumb/Arrg.png/130px-Arrg.png
Artio	https://oldschool.runescape.wiki/images/thumb/Artio.png/130px-Artio.png
Arzinian Being of Bordanzan	https://oldschool.runescape.wiki/images/thumb/Arzinian_Being_of_Bordanzan.png/130px-Arzinian_Being_of_Bordanzan.png
Assassin	https://oldschool.runescape.wiki/images/thumb/Assassin.png/130px-Assassin.png
Asyn Shade	https://oldschool.runescape.wiki/images/thumb/Asyn_Shade.png/130px-Asyn_Shade.png
Asyn shadow (Temple Trekking)	https://oldschool.runescape.wiki/images/thumb/Asyn_Shade.png/130px-Asyn_Shade.png
Avatar of Creation	https://oldschool.runescape.wiki/images/thumb/Avatar_of_Creation.png/130px-Avatar_of_Creation.png
Avatar of Destruction	https://oldschool.runescape.wiki/images/thumb/Avatar_of_Destruction.png/130px-Avatar_of_Destruction.png
Aviansie	https://oldschool.runescape.wiki/images/thumb/Aviansie_%28level_69%29.png/130px-Aviansie_%28level_69%29.png
Aya	https://oldschool.runescape.wiki/images/thumb/Aya.png/130px-Aya.png
Ba-Ba	https://oldschool.runescape.wiki/images/thumb/Ba-Ba.png/130px-Ba-Ba.png
Ba-Ba's Phantom	https://oldschool.runescape.wiki/images/thumb/Ba-Ba%27s_Phantom.png/130px-Ba-Ba%27s_Phantom.png
Baboon	https://oldschool.runescape.wiki/images/thumb/Baboon.png/130px-Baboon.png
Baboon Brawler	https://oldschool.runescape.wiki/images/thumb/Baboon_Brawler_%28level-56%29.png/130px-Baboon_Brawler_%28level-56%29.png
Baboon Mage	https://oldschool.runescape.wiki/images/thumb/Baboon_Mage_%28level-56%29.png/130px-Baboon_Mage_%28level-56%29.png
Baboon Shaman	https://oldschool.runescape.wiki/images/thumb/Baboon_Shaman.png/130px-Baboon_Shaman.png
Baboon Thrall	https://oldschool.runescape.wiki/images/thumb/Baboon_Thrall.png/130px-Baboon_Thrall.png
Baboon Thrower	https://oldschool.runescape.wiki/images/thumb/Baboon_Thrower_%28level-56%29.png/130px-Baboon_Thrower_%28level-56%29.png
Baby black dragon	https://oldschool.runescape.wiki/images/thumb/Baby_black_dragon.png/130px-Baby_black_dragon.png
Baby blue dragon	https://oldschool.runescape.wiki/images/thumb/Baby_blue_dragon_%281%29.png/130px-Baby_blue_dragon_%281%29.png
Baby green dragon	https://oldschool.runescape.wiki/images/thumb/Baby_green_dragon_%281%29.png/130px-Baby_green_dragon_%281%29.png
Baby red dragon	https://oldschool.runescape.wiki/images/thumb/Baby_red_dragon_%281%29.png/130px-Baby_red_dragon_%281%29.png
Baby Roc	https://oldschool.runescape.wiki/images/thumb/Baby_Roc.png/130px-Baby_Roc.png
Baby tanglefoot	https://oldschool.runescape.wiki/images/thumb/Baby_tanglefoot_%281%29.png/130px-Baby_tanglefoot_%281%29.png
Bakuna	https://oldschool.runescape.wiki/images/thumb/Bakuna.png/130px-Bakuna.png
Balance Elemental	https://oldschool.runescape.wiki/images/thumb/Balance_Elemental.png/130px-Balance_Elemental.png
Balfrug Kreeyath	https://oldschool.runescape.wiki/images/thumb/Balfrug_Kreeyath.png/130px-Balfrug_Kreeyath.png
Bandit	https://oldschool.runescape.wiki/images/thumb/Bandit.png/130px-Bandit.png
Bandit champion	https://oldschool.runescape.wiki/images/thumb/Bandit_champion.png/130px-Bandit_champion.png
Bandosian guard	https://oldschool.runescape.wiki/images/thumb/Bandosian_guard.png/130px-Bandosian_guard.png
Banshee	https://oldschool.runescape.wiki/images/thumb/Banshee.png/130px-Banshee.png
Barb-tailed kebbit	https://oldschool.runescape.wiki/images/thumb/Barb-tailed_kebbit.png/130px-Barb-tailed_kebbit.png
Barbarian	https://oldschool.runescape.wiki/images/thumb/Barbarian_%28Blue_Moon_Inn%29.png/130px-Barbarian_%28Blue_Moon_Inn%29.png
Barbarian Warlord	https://oldschool.runescape.wiki/images/thumb/Barbarian_Warlord.png/130px-Barbarian_Warlord.png
Bark Blamish Snail	https://oldschool.runescape.wiki/images/thumb/Bark_Blamish_Snail.png/130px-Bark_Blamish_Snail.png
Barrelchest	https://oldschool.runescape.wiki/images/thumb/Barrelchest.png/130px-Barrelchest.png
Basilisk	https://oldschool.runescape.wiki/images/thumb/Basilisk.png/130px-Basilisk.png
Basilisk Knight	https://oldschool.runescape.wiki/images/thumb/Basilisk_Knight.png/130px-Basilisk_Knight.png
Basilisk Sentinel	https://oldschool.runescape.wiki/images/thumb/Basilisk_Sentinel.png/130px-Basilisk_Sentinel.png
Basilisk Youngling	https://oldschool.runescape.wiki/images/thumb/Basilisk_Youngling.png/130px-Basilisk_Youngling.png
Bat	https://oldschool.runescape.wiki/images/thumb/Bat.png/130px-Bat.png
Battle mage	https://oldschool.runescape.wiki/images/thumb/Battle_mage_%28Saradomin%29.png/130px-Battle_mage_%28Saradomin%29.png
Bear Cub	https://oldschool.runescape.wiki/images/thumb/Bear_Cub_%281%29.png/130px-Bear_Cub_%281%29.png
Bedabin Nomad Fighter	https://oldschool.runescape.wiki/images/thumb/Bedabin_Nomad_Fighter.png/130px-Bedabin_Nomad_Fighter.png
Berry	https://oldschool.runescape.wiki/images/thumb/Berry.png/130px-Berry.png
Berserk barbarian spirit	https://oldschool.runescape.wiki/images/thumb/Berserk_barbarian_spirit.png/130px-Berserk_barbarian_spirit.png
Big Evil Chicken	https://oldschool.runescape.wiki/images/thumb/Big_Evil_Chicken.png/130px-Big_Evil_Chicken.png
Big frog	https://oldschool.runescape.wiki/images/thumb/Giant_frog.png/130px-Giant_frog.png
Big Snake	https://oldschool.runescape.wiki/images/thumb/Big_Snake.png/130px-Big_Snake.png
Big Wolf	https://oldschool.runescape.wiki/images/thumb/Big_Wolf.png/130px-Big_Wolf.png
Billy Goat	https://oldschool.runescape.wiki/images/thumb/Billy_Goat_%28brown%29.png/130px-Billy_Goat_%28brown%29.png
Bird	https://oldschool.runescape.wiki/images/thumb/Bird_%28level_5%29.png/130px-Bird_%28level_5%29.png
Black bear	https://oldschool.runescape.wiki/images/thumb/Black_bear.png/130px-Black_bear.png
Black chinchompa (Hunter)	https://oldschool.runescape.wiki/images/thumb/Black_chinchompa_%28Hunter%29.png/130px-Black_chinchompa_%28Hunter%29.png
Black demon	https://oldschool.runescape.wiki/images/thumb/Black_demon.png/130px-Black_demon.png
Black dragon	https://oldschool.runescape.wiki/images/thumb/Black_dragon.png/130px-Black_dragon.png
Black Eye Bethel	https://oldschool.runescape.wiki/images/thumb/Black_Eye_Bethel.png/130px-Black_Eye_Bethel.png
Black golem	https://oldschool.runescape.wiki/images/thumb/Black_golem.png/130px-Black_golem.png
Black Guard	https://oldschool.runescape.wiki/images/thumb/Black_Guard_%28level_25%2C_1%29.png/130px-Black_Guard_%28level_25%2C_1%29.png
Black Guard Berserker	https://oldschool.runescape.wiki/images/thumb/Black_Guard_Berserker_%28red%29.png/130px-Black_Guard_Berserker_%28red%29.png
Black Heather	https://oldschool.runescape.wiki/images/thumb/Black_Heather.png/130px-Black_Heather.png
Black jaguar	https://oldschool.runescape.wiki/images/thumb/Black_jaguar.png/130px-Black_jaguar.png
Black Knight	https://oldschool.runescape.wiki/images/thumb/Black_Knight_%28male%29.png/130px-Black_Knight_%28male%29.png
Black knight (Port Sarim jail)	https://oldschool.runescape.wiki/images/thumb/Black_knight_%28Port_Sarim_jail%29.png/130px-Black_knight_%28Port_Sarim_jail%29.png
Black Knight Titan	https://oldschool.runescape.wiki/images/thumb/Black_Knight_Titan.png/130px-Black_Knight_Titan.png
Black salamander (Hunter)	https://oldschool.runescape.wiki/images/thumb/Black_salamander_%28Hunter%29.png/130px-Black_salamander_%28Hunter%29.png
Black unicorn	https://oldschool.runescape.wiki/images/thumb/Black_unicorn.png/130px-Black_unicorn.png
Black unicorn Foal	https://oldschool.runescape.wiki/images/thumb/Black_unicorn_Foal.png/130px-Black_unicorn_Foal.png
Blessed giant rat	https://oldschool.runescape.wiki/images/thumb/Blessed_giant_rat_%281%29.png/130px-Blessed_giant_rat_%281%29.png
Blessed spider	https://oldschool.runescape.wiki/images/thumb/Blessed_spider.png/130px-Blessed_spider.png
Blood Blamish Snail	https://oldschool.runescape.wiki/images/thumb/Blood_Blamish_Snail_%28round%29.png/130px-Blood_Blamish_Snail_%28round%29.png
Blood jaguar	https://oldschool.runescape.wiki/images/thumb/Blood_jaguar.png/130px-Blood_jaguar.png
Blood Moon	https://oldschool.runescape.wiki/images/thumb/Blood_Moon.png/130px-Blood_Moon.png
Blood Reaver	https://oldschool.runescape.wiki/images/thumb/Blood_Reaver.png/130px-Blood_Reaver.png
Blood spawn	https://oldschool.runescape.wiki/images/thumb/Blood_spawn.png/130px-Blood_spawn.png
Bloodthirst rockslug	https://oldschool.runescape.wiki/images/thumb/Bloodthirst_rockslug.png/130px-Bloodthirst_rockslug.png
Bloodveld	https://oldschool.runescape.wiki/images/thumb/Bloodveld.png/130px-Bloodveld.png
Bloodworm	https://oldschool.runescape.wiki/images/thumb/Bloodworm.png/130px-Bloodworm.png
Blue dagannoth	https://oldschool.runescape.wiki/images/thumb/Blue_dagannoth.png/130px-Blue_dagannoth.png
Blue dragon	https://oldschool.runescape.wiki/images/thumb/Blue_dragon_%282%29.png/130px-Blue_dragon_%282%29.png
Blue Moon	https://oldschool.runescape.wiki/images/thumb/Blue_Moon.png/130px-Blue_Moon.png
Boar	https://oldschool.runescape.wiki/images/thumb/Boar_%28lv_5%29.png/130px-Boar_%28lv_5%29.png
Boar31337Killer	https://oldschool.runescape.wiki/images/thumb/Boar31337Killer.png/130px-Boar31337Killer.png
Body Golem	https://oldschool.runescape.wiki/images/thumb/Body_Golem.png/130px-Body_Golem.png
Boris	https://oldschool.runescape.wiki/images/thumb/Boris.png/130px-Boris.png
Borrokar	https://oldschool.runescape.wiki/images/thumb/Borrokar.png/130px-Borrokar.png
Bouncer	https://oldschool.runescape.wiki/images/thumb/Bouncer.png/130px-Bouncer.png
Branda the Fire Queen	https://oldschool.runescape.wiki/images/thumb/Branda_the_Fire_Queen_%28defeated%29.png/130px-Branda_the_Fire_Queen_%28defeated%29.png
Brassican Mage	https://oldschool.runescape.wiki/images/thumb/Brassican_Mage.png/130px-Brassican_Mage.png
Brawler	https://oldschool.runescape.wiki/images/thumb/Brawler_%28level_51%29.png/130px-Brawler_%28level_51%29.png
Bree	https://oldschool.runescape.wiki/images/thumb/Bree.png/130px-Bree.png
Breoca	https://oldschool.runescape.wiki/images/thumb/Breoca.png/130px-Breoca.png
Brine rat	https://oldschool.runescape.wiki/images/thumb/Brine_rat.png/130px-Brine_rat.png
Broddi	https://oldschool.runescape.wiki/images/thumb/Broddi.png/130px-Broddi.png
Bronze dragon	https://oldschool.runescape.wiki/images/thumb/Bronze_dragon.png/130px-Bronze_dragon.png
Broodoo victim	https://oldschool.runescape.wiki/images/thumb/Broodoo_victim_%28green%29.png/130px-Broodoo_victim_%28green%29.png
Bruise Blamish Snail	https://oldschool.runescape.wiki/images/thumb/Bruise_Blamish_Snail_%28round%29.png/130px-Bruise_Blamish_Snail_%28round%29.png
Brutal black dragon	https://oldschool.runescape.wiki/images/thumb/Brutal_black_dragon.png/130px-Brutal_black_dragon.png
Brutal blue dragon	https://oldschool.runescape.wiki/images/thumb/Brutal_blue_dragon.png/130px-Brutal_blue_dragon.png
Brutal green dragon	https://oldschool.runescape.wiki/images/thumb/Brutal_green_dragon.png/130px-Brutal_green_dragon.png
Brutal red dragon	https://oldschool.runescape.wiki/images/thumb/Brutal_red_dragon.png/130px-Brutal_red_dragon.png
Brutus	https://oldschool.runescape.wiki/images/thumb/Brutus.png/130px-Brutus.png
Bryophyta	https://oldschool.runescape.wiki/images/thumb/Bryophyta.png/130px-Bryophyta.png
Buffalo	https://oldschool.runescape.wiki/images/thumb/Buffalo.png/130px-Buffalo.png
Buinn	https://oldschool.runescape.wiki/images/thumb/Buinn.png/130px-Buinn.png
Bull shark	https://oldschool.runescape.wiki/images/thumb/Bull_shark_%28defeated%29.png/130px-Bull_shark_%28defeated%29.png
Bunny	https://oldschool.runescape.wiki/images/thumb/Bunny_%281%29.png/130px-Bunny_%281%29.png
Bush snake	https://oldschool.runescape.wiki/images/thumb/Bush_snake.png/130px-Bush_snake.png
Butterfly ray	https://oldschool.runescape.wiki/images/thumb/Butterfly_ray_%28defeated%29.png/130px-Butterfly_ray_%28defeated%29.png
C0lect0r890	https://oldschool.runescape.wiki/images/thumb/C0lect0r890.png/130px-C0lect0r890.png
Callisto	https://oldschool.runescape.wiki/images/thumb/Callisto.png/130px-Callisto.png
Calvar'ion	https://oldschool.runescape.wiki/images/thumb/Calvar%27ion.png/130px-Calvar%27ion.png
Camp dweller	https://oldschool.runescape.wiki/images/thumb/Camp_dweller_%28level_25%29.png/130px-Camp_dweller_%28level_25%29.png
Captain Cotus	https://oldschool.runescape.wiki/images/thumb/Captain_Cotus.png/130px-Captain_Cotus.png
Captain Darvald	https://oldschool.runescape.wiki/images/thumb/Captain_Darvald.png/130px-Captain_Darvald.png
Carnivorous chinchompa	https://oldschool.runescape.wiki/images/thumb/Carnivorous_chinchompa.png/130px-Carnivorous_chinchompa.png
Catablepon	https://oldschool.runescape.wiki/images/thumb/Catablepon.png/130px-Catablepon.png
Cave abomination	https://oldschool.runescape.wiki/images/thumb/Cave_abomination.png/130px-Cave_abomination.png
Cave bug	https://oldschool.runescape.wiki/images/thumb/Cave_bug_%28level_6%29.png/130px-Cave_bug_%28level_6%29.png
Cave crawler	https://oldschool.runescape.wiki/images/thumb/Cave_crawler_%281%29.png/130px-Cave_crawler_%281%29.png
Cave goblin (monster)	https://oldschool.runescape.wiki/images/thumb/Cave_goblin_%28monster%2C_blue%29.png/130px-Cave_goblin_%28monster%2C_blue%29.png
Cave goblin guard	https://oldschool.runescape.wiki/images/thumb/Cave_goblin_guard_%28level_24%29.png/130px-Cave_goblin_guard_%28level_24%29.png
Cave goblin miner	https://oldschool.runescape.wiki/images/thumb/Cave_goblin_miner.png/130px-Cave_goblin_miner.png
Cave horror	https://oldschool.runescape.wiki/images/thumb/Cave_horror_%281%29.png/130px-Cave_horror_%281%29.png
Cave kraken	https://oldschool.runescape.wiki/images/thumb/Whirlpool_%28cave_kraken%29.png/130px-Whirlpool_%28cave_kraken%29.png
Cave lizard	https://oldschool.runescape.wiki/images/thumb/Cave_lizard.png/130px-Cave_lizard.png
Cave slime	https://oldschool.runescape.wiki/images/thumb/Cave_slime.png/130px-Cave_slime.png
Ceolburg	https://oldschool.runescape.wiki/images/thumb/Ceolburg.png/130px-Ceolburg.png
Cerberus	https://oldschool.runescape.wiki/images/thumb/Cerberus.png/130px-Cerberus.png
Chaeldar	https://oldschool.runescape.wiki/images/thumb/Chaeldar.png/130px-Chaeldar.png
Champion of Scabaras	https://oldschool.runescape.wiki/images/thumb/Champion_of_Scabaras.png/130px-Champion_of_Scabaras.png
Chaos druid	https://oldschool.runescape.wiki/images/thumb/Chaos_druid.png/130px-Chaos_druid.png
Chaos druid warrior	https://oldschool.runescape.wiki/images/thumb/Chaos_druid_warrior.png/130px-Chaos_druid_warrior.png
Chaos dwarf	https://oldschool.runescape.wiki/images/thumb/Chaos_dwarf.png/130px-Chaos_dwarf.png
Chaos Elemental	https://oldschool.runescape.wiki/images/thumb/Chaos_Elemental.png/130px-Chaos_Elemental.png
Chaos Fanatic	https://oldschool.runescape.wiki/images/thumb/Chaos_Fanatic.png/130px-Chaos_Fanatic.png
Chaos Golem	https://oldschool.runescape.wiki/images/thumb/Chaos_Golem.png/130px-Chaos_Golem.png
Chaotic death spawn	https://oldschool.runescape.wiki/images/thumb/Chaotic_death_spawn_%28melee%29.png/130px-Chaotic_death_spawn_%28melee%29.png
Chasm Crawler	https://oldschool.runescape.wiki/images/thumb/Chasm_Crawler.png/130px-Chasm_Crawler.png
Chicken	https://oldschool.runescape.wiki/images/thumb/Chicken_%281%29.png/130px-Chicken_%281%29.png
Chilled jelly	https://oldschool.runescape.wiki/images/thumb/Chilled_jelly.png/130px-Chilled_jelly.png
Chimalli	https://oldschool.runescape.wiki/images/thumb/Chimalli.png/130px-Chimalli.png
Chinchompa (Hunter)	https://oldschool.runescape.wiki/images/thumb/Chinchompa_%28Hunter%29.png/130px-Chinchompa_%28Hunter%29.png
Choke devil	https://oldschool.runescape.wiki/images/thumb/Choke_devil.png/130px-Choke_devil.png
Chompy bird	https://oldschool.runescape.wiki/images/thumb/Chompy_bird_%28downed%29.png/130px-Chompy_bird_%28downed%29.png
Chronozon	https://oldschool.runescape.wiki/images/thumb/Chronozon.png/130px-Chronozon.png
Chuck up	https://oldschool.runescape.wiki/images/thumb/Chuck_up.png/130px-Chuck_up.png
City guard	https://oldschool.runescape.wiki/images/thumb/City_guard.png/130px-City_guard.png
Clivet	https://oldschool.runescape.wiki/images/thumb/Clivet.png/130px-Clivet.png
Cockathrice	https://oldschool.runescape.wiki/images/thumb/Cockathrice.png/130px-Cockathrice.png
Cockatrice	https://oldschool.runescape.wiki/images/thumb/Cockatrice.png/130px-Cockatrice.png
Colonel Radick	https://oldschool.runescape.wiki/images/thumb/Colonel_Radick.png/130px-Colonel_Radick.png
Colossal Hydra	https://oldschool.runescape.wiki/images/thumb/Colossal_Hydra.png/130px-Colossal_Hydra.png
Combat Test	https://oldschool.runescape.wiki/images/thumb/Combat_Test.png/130px-Combat_Test.png
Commander Zilyana	https://oldschool.runescape.wiki/images/thumb/Commander_Zilyana.png/130px-Commander_Zilyana.png
Confused barbarian	https://oldschool.runescape.wiki/images/thumb/Confused_barbarian.png/130px-Confused_barbarian.png
Confusion beast	https://oldschool.runescape.wiki/images/thumb/Confusion_beast.png/130px-Confusion_beast.png
Cool Mom227	https://oldschool.runescape.wiki/images/thumb/Cool_Mom227.png/130px-Cool_Mom227.png
Corporeal Beast	https://oldschool.runescape.wiki/images/thumb/Corporeal_Beast.png/130px-Corporeal_Beast.png
Corrupt Lizardman	https://oldschool.runescape.wiki/images/thumb/Corrupt_Lizardman.png/130px-Corrupt_Lizardman.png
Corrupted Bat	https://oldschool.runescape.wiki/images/thumb/Corrupted_Bat.png/130px-Corrupted_Bat.png
Corrupted Bear	https://oldschool.runescape.wiki/images/thumb/Corrupted_Bear.png/130px-Corrupted_Bear.png
Corrupted Dark Beast	https://oldschool.runescape.wiki/images/thumb/Corrupted_Dark_Beast.png/130px-Corrupted_Dark_Beast.png
Corrupted Dragon	https://oldschool.runescape.wiki/images/thumb/Corrupted_Dragon.png/130px-Corrupted_Dragon.png
Corrupted Hunllef	https://oldschool.runescape.wiki/images/thumb/Corrupted_Hunllef.png/130px-Corrupted_Hunllef.png
Corrupted Rat	https://oldschool.runescape.wiki/images/thumb/Corrupted_Rat.png/130px-Corrupted_Rat.png
Corrupted Scorpion	https://oldschool.runescape.wiki/images/thumb/Corrupted_Scorpion.png/130px-Corrupted_Scorpion.png
Corrupted Spider	https://oldschool.runescape.wiki/images/thumb/Corrupted_Spider.png/130px-Corrupted_Spider.png
